"x1","x2","x3"
1.0023705675192764,1.025403960659573,0.9605213872092584
1.0000023681993273,1.1000256152040837,0.9605213871982414
0.9545284670989815,1.1580979439975116,0.9605213871982414
0.919111371838975,1.1770368173024428,0.9605213871691376
0.9223970568744718,1.278836824894583,0.9605213871982414
0.8781168577839417,1.3626118204766666,0.9605213871691376
0.8964560266481856,1.5012435578452228,0.9605213871400338
0.9203473359213151,1.6322209739875941,0.9605213870236184
0.9768772624653232,1.7753528739882016,0.9605213869654108
1.0200622350279374,1.8622737003818701,0.960521386936307
1.0534359830488926,1.9922824887640902,0.9605213867034763
1.0175437391510387,2.1015195129338036,0.960521386587061
1.0445283014847992,2.240295960957252,0.9605213864706457
1.0151140223929307,2.3009370313849207,0.9605213864706457
1.0255171099218192,2.4158511910461105,0.9605213864997495
1.0608383083046262,2.5419027559624654,0.9605213864997495
1.0031320501030974,2.627326127940353,0.9605213864997495
1.0397674995426618,2.7395302954862006,0.9605213865288533
1.025261313503684,2.844133876544835,0.9605213864415418
0.9563730756145616,2.9122403070659133,0.9605213863833342
0.9731851600133916,3.011564059794134,0.9605213864415418
1.0513285910706056,3.0627720562265495,0.9605213862960227
1.0596735706515144,3.177957779601918,0.9605213863542303
1.0800648918357285,3.2891413129908145,0.9605213862669189
1.0845863743429207,3.3834730680783496,0.960521386237815
1.0594281745308483,3.389786761750748,0.9605213860340882
1.0200219538959603,3.462663289141405,0.9605213861213997
0.9850577874644378,3.526197004055171,0.9605213861213997
0.982219123731933,3.611668670727657,0.9605213860922959
0.9567331163105638,3.7208337073131874,0.9605213859758805
0.9663784986437965,3.7866500039901996,0.9605213857430499
0.9737855856719945,3.8353867759992673,0.9605213856848422
0.9315828246238885,3.926385052699191,0.9605213857721537
0.9089313798668707,4.0348738697681314,0.9605213857139461
0.939311292052762,4.138210354520964,0.9605213855393231
0.946707461202991,4.223809408972786,0.9605213853647001
0.9727266251354421,4.292844343196928,0.9605213853647001
0.8942933155208237,4.338153331345746,0.9605213853355963
0.9184916008145008,4.418903037652792,0.9605213854229078
0.9282589750173006,4.509486761274092,0.9605213853647001
0.9479048850984131,4.61607004790253,0.9605213853647001
0.9559384012139879,4.74696873644818,0.9605213853355963
0.9474620543801698,4.8150464367558,0.9605213854229078
0.9670155966349097,4.921037144547479,0.9605213854229078
0.9344096908412126,5.016980870852348,0.9605213854229078
0.9390396212280219,5.09809955768449,0.9605213853647001
0.9699361015218202,5.212936831316392,0.9605213853355963
0.9552755049486534,5.299909829108776,0.9605213853938039
0.9681900392927801,5.348803038320979,0.9605213853647001
0.9549638723629759,5.409961258541979,0.9605213853647001
0.9315842339845392,5.486824937415014,0.9605213853647001
