"x1","x2","x3"
1.0,1.0,1.0
0.9544830423079437,1.0626077591735166,1.0360630515842164
0.9190759973654462,1.0850527850461507,1.0843552140400445
0.9224003383271651,1.1866066696296282,1.0818604909339034
0.8780726221791597,1.2747961063926214,1.0350049942501374
0.8964743426305253,1.4116468897322247,1.0575310199529555
0.9203711995043389,1.540225141455186,0.949306833733169
0.9769337314440264,1.6777105399088241,0.9909713690897255
1.0201053784056733,1.760252402547772,1.006900262843357
1.0534693210305464,1.8869635271605933,0.9836019075948987
1.017507881981697,1.9997726176090673,0.9674815526086525
1.0445552556943882,2.1358774168862324,0.9512019185373628
1.0150846415442571,2.1993848028723986,1.0096082787059646
1.025527501394534,2.3133118286581045,0.9839448058043588
1.060873592261566,2.435838868653263,0.9641116010937698
1.0030744029203522,2.526998054007337,0.9336809638486431
1.0398040976095526,2.6355617610246216,0.9879805424291843
1.0252468215878798,2.741609822590699,0.9889301766307463
0.9563042588723433,2.8165755037408493,0.9930240635382344
0.9732019551191871,2.914247544764313,0.9679175895869679
1.0514066618904554,2.957585319000412,0.9378076836611493
1.059681906383775,3.071999631376286,0.9656675486934251
1.0800852624894925,3.1811379957442356,0.9510802173622067
1.0845908927214793,3.275000318429814,0.9417456011452116
1.0594030513721162,3.283744418045785,0.9813382680077026
1.0199825899070227,3.3606320011602135,0.978789004509806
0.985022861679194,3.4276562915851647,0.9788226055640675
0.9822162891724546,3.5134340205825296,1.0129665745852496
0.9567076543931871,3.62517387539139,1.0299759590806647
0.9663881374728107,3.689981362002057,1.0576956962350454
0.9737929902162321,3.737959624113385,1.110619658519642
0.9315406641966792,3.8332246175271503,1.1315676402498362
0.9089087492739599,3.9439983131652543,1.064894029235808
0.9393416407080035,4.044288618407201,1.0652294898541617
0.9467148508950937,4.129129600161365,1.0521175195514363
0.9727526211474339,4.195543468351257,1.0265390460678216
0.8942149648868707,4.248679931924759,1.053976174195961
0.9185157760563057,4.327042785929139,1.0354584521189025
0.928268732867312,4.416658622919798,0.9994291677737726
0.9479245102260401,4.521291337294191,1.0105304946740274
0.9559464231927536,4.651410164462524,0.9622636552211455
0.9474535891517414,4.7202735914645615,0.9877889296315255
0.9670351297365604,4.8243448627775845,1.0072096588178545
0.9343771172267538,4.923542405538838,1.0744263000770318
0.9390442478123212,5.00418282256354,1.0402498708120937
0.9699669653882673,5.115961043243164,0.956687736363937
0.95526085983635,5.2043737349637125,0.9177173025607918
0.9682029457165917,5.251936156254758,0.9621268357362045
0.9549506628193184,5.314430568259934,0.9558817684681264
0.9315608793038461,5.393650238149564,0.9339201528771434
0.9720660725344956,5.505976898143256,0.9194490510485471
